"id";"Name";"Name on Shirt";"Teams";"Nationality";"Age";"Height(cm)";"Weight(Kg)";"Stronger foot";"Favorite side";"Reg. Pos.";"Positions";"Injury";"Attack";"Defence";"Body balance";"Stamina";"Top speed";"Responsiveness";"Explosive power";"Dribble accuracy";"Dribble speed";"Short pass accuracy";"Short pass speed";"Long pass accuracy";"Long pass speed";"Shot accuracy";"Shot power";"Free kick accuracy";"Swerve";"Header Accuracy";"Jump";"Ball control";"Mentality";"Keeper skills";"Teamwork";"Form";"Weak foot accuracy";"Weak foot frequency";"P01 Classic No.10";"P02 Anchor Man";"P03 Trickster";"P04 Darting Run";"P05 Mazing Run";"P06 Pinpoint Pass";"P07 Early Cross";"P08 Box to Box";"P09 Cut Back Pass";"P10 Incisive Run";"P11 Long Ranger";"P12 Enforcer";"P13 Goal Poacher";"P14 Dummy Runner";"P15 Free Roaming";"P16 Extra Attacker";"P17 Chasing Back";"P18 Talisman";"P19 Fox in the Box";"P20 Track Back";"P21 Offensive Fullback";"P22 180 Drag";"P23 Flick(Sombrero)";"H01 Attack Minded";"H02 Defence Master";"S01 Weighted Pass";"S02 Double Touch";"S03 Run Around";"S04 PK Taker";"S05 1-touch play";"S06 Outside Curve";"S07 Lunging Tackle";"S08 Diving Header";"S09 Covering";"S10 GK Long Throw";"S11 Penalty Saver";"S12 1-on-1 Keeper";"S13 Long Throw";"S14 Speed Merchant";"S15 Shoulder Feint Skills";"S16 Roulette Skills";"S17 Flip Flap Skills";"S18 Turning Skills";"S19 Scissors Skills";"S20 Flicking Skills";"S21 Step On Skills";"S22 Deft Touch Skills";"S23 Super-Sub";"S24 Long Range Drive";"S25 Flip Flap Skills";"S26 Jumping Volley";"S27 Scissor Kick";"S28 Knuckle Shot";"S29 Heel Flick";
34638;MARIAPPA;MARIAPPA;;Ямайка;25;178;81;R;R;CB; CB RB;2;55;75;81;80;81;80;73;68;73;68;72;68;74;56;76;57;62;73;84;68;75;50;72;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34641;ASHLEY YOUNG;YOUNG;;Англия;27;177;65;R;R;LWF; LMF RMF AMF LWF RWF SS;2;80;45;72;80;85;74;86;85;78;79;80;85;87;75;80;82;85;64;72;82;66;50;74;5;4;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;
34657;JAGIELKA;JAGIELKA;;Англия;30;180;87;R;R;CB; CB RB DMF CMF;0;60;83;83;82;73;81;71;72;68;71;74;70;74;67;75;68;70;77;80;73;76;50;80;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34662;LAW;LAW;;Англия;24;177;72;R;R;CMF; RB CMF LMF RMF AMF;2;72;62;75;81;77;72;74;76;74;78;72;77;74;64;76;65;68;67;72;75;69;50;73;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34668;TONGE;TONGE;;Англия;29;183;74;R;R;CMF; CMF LMF RMF;2;74;54;77;77;74;73;78;80;75;77;73;76;75;74;80;72;73;70;67;77;70;50;71;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34676;FORTE;FORTE;;Барбадос;26;183;77;R;R;LWF; LWF;2;71;33;76;76;82;73;76;74;78;69;73;70;73;69;78;62;66;67;76;74;68;50;66;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34680;MATEUS;MATEUS;;Ангола;28;174;72;R;R;AMF; LMF RMF AMF LWF RWF SS;2;70;43;77;75;86;75;78;82;88;73;65;69;76;69;76;65;67;65;80;77;75;50;66;5;5;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
34682;PACO MONTAÑÉS;MONTANES;;Испания;25;172;70;R;R;LMF; LMF RMF LWF RWF SS;2;73;59;71;80;79;76;81;80;80;73;71;75;74;69;74;73;78;67;76;78;68;50;73;5;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34698;MICHEL BASTOS;MICHEL BASTOS;;Бразилия;29;179;71;L;R;LMF; LB LMF RMF LWF RWF SS;2;82;59;79;81;79;78;82;84;84;78;81;84;86;78;85;83;81;68;73;80;79;50;78;5;3;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;
34701;AVRAMOV;AVRAMOV;;Сербия;33;187;81;R;R;GK; GK;2;30;77;85;62;64;84;63;52;57;53;55;52;57;45;80;45;45;45;76;50;72;80;70;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34702;KIVUVU;KIVUVU;;Ангола;25;189;87;R;R;DMF; CB DMF CMF RMF;2;60;67;84;77;75;71;73;70;72;64;69;66;65;61;79;56;54;72;80;70;63;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34704;BOUKARI;BOUKARI;;Того;25;182;70;R;R;CF; LMF RMF LWF RWF CF;2;74;40;81;74;84;75;73;80;84;67;69;71;72;78;82;77;76;67;81;70;66;50;68;5;6;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
34748;ABRIEL;ABRIEL;;Франция;33;176;69;R;R;AMF; CB DMF CMF LMF RMF AMF LWF RWF SS;2;75;68;70;80;75;79;81;80;73;80;77;81;80;72;78;79;75;67;77;82;78;50;84;5;6;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34750;JALLET;JALLET;;Франция;28;178;65;R;R;RB; RB CMF RMF;2;71;64;68;88;78;82;82;78;84;75;68;79;81;76;84;79;80;68;74;77;82;50;80;6;5;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34752;POLITO;POLITO;;Италия;33;184;78;R;R;GK; GK;2;30;81;80;61;66;84;66;49;53;48;57;55;65;43;76;42;42;45;83;46;73;79;65;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34769;ABBRUSCATO;ABBRUSCATO;;Италия;31;179;70;L;R;CF; LWF RWF SS CF;2;77;36;77;83;80;76;79;78;77;71;70;70;72;75;77;63;66;75;80;78;72;50;72;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34772;CASSANI;CASSANI;;Италия;29;184;75;R;R;RB; CB LB RB LMF RMF;2;70;73;78;86;80;81;76;75;79;72;78;75;77;63;75;63;79;71;77;75;83;50;82;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34773;LUKOVIĆ;LUKOVIC;;Сербия;29;185;83;L;R;LB; CB LB DMF LMF;2;63;76;80;82;79;75;72;76;78;73;78;82;72;63;78;81;80;72;77;75;69;50;78;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34774;GUBERTI;GUBERTI;;Италия;27;180;68;R;R;RMF; CMF LMF RMF AMF LWF RWF SS;2;75;53;77;82;79;78;82;84;79;75;73;75;75;73;79;72;79;72;75;83;76;50;72;6;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34777;VILLADSEN;VILLADSEN;;Дания;28;184;80;R;R;GK; GK;2;30;72;80;57;66;80;63;53;49;54;57;57;60;45;79;45;45;55;75;53;66;75;64;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34779;ENRICO CARDOSO;ENRICO CARDOSO;;Бразилия;28;176;70;L;R;AMF; LMF RMF AMF SS;2;67;41;71;74;80;64;82;81;80;72;70;68;64;70;73;72;72;65;80;82;67;50;63;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34781;MULGREW;MULGREW;;Шотландия;26;191;83;L;R;LB; CB LB DMF CMF LMF;1;66;66;83;82;76;73;71;75;73;73;79;81;82;70;83;83;82;70;75;75;70;50;75;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34782;BETTIOL;BETTIOL;;Франция;26;180;79;R;R;CF; CF;2;70;35;75;73;75;78;75;75;78;75;70;70;67;69;76;64;57;73;75;75;67;50;66;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34783;L. BIGLIA;BIGLIA;;Аргентина;26;178;80;R;R;DMF; DMF CMF LMF RMF AMF;2;70;75;79;85;75;82;78;82;74;83;82;81;77;66;79;75;72;69;73;80;80;50;84;7;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34786;ODJIDJA;ODJIDJA OFOE;;Бельгия;23;185;89;R;R;CMF; CB DMF CMF;1;68;70;84;84;78;78;77;76;79;80;78;77;79;66;77;75;73;72;78;75;70;50;75;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34787;OBBADI;OBBADI;;Марокко;29;172;60;R;R;CMF; DMF CMF RMF AMF SS;2;72;53;75;80;76;78;75;80;83;80;79;76;76;73;75;77;76;62;73;77;75;50;70;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34798;ANTONSSON;ANTONSSON;;Швеция;31;189;80;R;R;CB; CB RB;2;52;78;86;80;72;76;72;72;65;70;68;72;72;55;79;58;55;80;77;70;71;50;72;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34799;JOSÉ FONTE;JOSE FONTE;;Португалия;28;187;81;R;R;CB; CB CF;2;59;75;87;75;71;77;68;68;65;66;72;67;74;59;80;63;60;86;83;68;75;50;69;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34801;JOÃO PAULO;JOAO PAULO;;Португалия;31;182;83;R;R;CB; CB LB DMF CF;2;64;67;82;78;82;75;78;78;76;78;80;83;82;70;83;77;62;78;83;66;66;50;65;5;6;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34802;DIOGO VALENTE;DIOGO VALENTE;;Португалия;28;176;74;L;R;LMF; LB LMF LWF SS;2;69;61;69;85;75;80;85;74;80;69;67;76;78;70;78;78;75;66;78;68;78;50;67;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
34803;CORRÊA;CORREA;;Бразилия;31;176;73;R;R;CMF; RB DMF CMF RMF;2;71;65;74;83;80;76;80;77;77;75;74;78;78;67;80;76;86;66;76;77;79;50;74;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34805;VALBUENA;VALBUENA;;Франция;28;167;58;R;R;AMF; LMF RMF AMF LWF RWF;2;82;54;75;88;80;83;90;84;85;81;80;82;78;82;80;81;79;64;74;82;78;50;84;5;6;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;
34806;BOCALY;BOCALY;;Франция;24;180;74;R;R;CB; CB RB DMF;2;67;68;81;79;83;78;75;73;83;72;66;78;80;64;76;74;70;70;80;72;68;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34813;ARNAUTOVIĆ;ARNAUTOVIC;;Австрия;23;192;83;R;R;CF; LMF RMF AMF LWF RWF SS CF;1;75;33;84;73;76;74;73;82;73;74;73;73;74;71;84;76;83;73;74;84;60;50;62;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34815;KOENDERS;KOENDERS;;Нидерланды;26;180;76;R;R;RB; CB RB;2;65;63;84;78;80;68;74;73;78;66;65;67;65;62;74;60;70;75;82;73;65;50;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34820;VAN POLEN;VAN POLEN;;Нидерланды;26;179;73;R;R;RB; RB RMF RWF;2;66;55;73;76;76;73;75;72;73;68;65;68;67;65;73;64;65;66;72;72;65;50;65;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34823;DE ROOVER;DE ROOVER;;Бельгия;27;180;75;R;R;RB; RB;2;66;62;75;79;80;70;76;74;76;69;71;73;75;67;79;73;73;65;75;73;68;50;70;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34825;ZÉ CASTRO;ZE CASTRO;;Португалия;29;183;76;R;R;CB; CB;2;62;75;76;78;74;75;74;72;68;77;77;78;77;61;80;65;60;74;77;73;70;50;73;5;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34827;HART;HART;;Англия;25;196;86;R;R;GK; GK;1;30;92;85;60;75;94;73;56;57;57;60;63;67;45;82;45;45;55;77;55;80;90;70;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34832;PEKHART;PEKHART;;Чехия;23;194;75;R;R;CF; CF;2;74;35;83;74;80;75;66;73;71;67;66;63;68;73;73;63;60;76;78;75;67;50;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34836;DA COSTA;DA COSTA;;Португалия;26;190;78;R;R;CB; CB DMF;2;53;68;85;75;78;81;77;78;77;75;75;77;76;53;74;60;60;83;90;72;63;50;67;5;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34841;SESSEGNON;SESSEGNON;;Бенин;28;172;72;R;R;AMF; CMF LMF RMF AMF LWF SS CF;2;79;58;86;83;82;73;87;83;88;80;82;78;80;70;82;75;78;70;82;82;73;50;75;5;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
34842;PAULO ANDRÉ;PAULO ANDRE;;Бразилия;29;188;82;R;R;CB; CB DMF;0;53;75;83;75;72;76;71;74;72;72;70;73;73;56;76;55;58;80;75;70;70;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34845;COUTADEUR;COUTADEUR;;Франция;26;170;71;R;R;CMF; DMF CMF LMF RMF AMF;2;69;68;72;81;75;78;84;78;76;78;75;80;76;74;78;80;75;71;76;78;76;50;77;4;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34847;SAMASSA;SAMASSA;;Мали;26;188;82;R;R;CF; LWF RWF CF;1;69;38;78;75;81;76;72;81;84;73;65;66;71;70;79;64;58;69;80;79;67;50;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34848;MARVEAUX;MARVEAUX;;Франция;26;172;69;L;R;LMF; LMF AMF LWF;0;73;48;72;80;80;70;82;83;78;69;68;79;80;70;76;80;79;63;73;78;67;50;78;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34849;DANZÉ;DANZE;;Франция;26;184;73;R;R;RB; RB DMF LMF RMF;2;68;70;76;83;75;81;73;78;73;78;72;82;77;62;76;76;76;76;80;75;81;50;80;6;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34850;PAPAKOULI DIOP;DIOP;;Сенегал;26;180;73;R;R;CMF; DMF CMF;2;64;68;81;84;78;76;76;72;70;73;76;73;75;62;77;65;67;67;78;76;68;50;69;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34851;KEMBO EKOKO;KEMBO;;Франция;24;178;80;R;R;RWF; LMF RMF LWF RWF;2;69;48;75;80;83;73;87;84;82;78;70;83;80;71;81;82;80;67;78;74;66;50;65;5;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;
34860;EMRE ÖZKAN;OZKAN;;Турция;23;182;76;L;R;LMF; LB CMF LMF;2;64;60;73;78;74;70;72;70;67;70;65;69;69;58;73;59;60;68;72;73;63;50;67;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34862;BURAK;BURAK;;Турция;27;188;77;R;R;CF; LMF RMF AMF LWF RWF SS CF;1;82;44;82;81;83;81;75;75;77;73;74;72;75;82;81;74;72;81;79;75;75;50;78;5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34865;U. BORAL;U. BORAL;;Турция;30;178;72;L;R;LMF; LB LMF;1;73;52;74;82;82;75;80;78;81;70;72;78;80;67;82;72;74;72;80;76;68;50;69;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34868;RUI PATRÍCIO;R. PATRICIO;;Португалия;24;190;83;L;R;GK; GK;2;30;84;85;61;69;88;73;62;55;60;60;63;70;45;81;45;45;55;82;57;79;88;78;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34869;YANNICK DJALÓ;YANNICK;;Португалия;26;172;61;R;R;SS; RB LMF RMF AMF SS;1;69;39;75;74;83;72;85;78;84;71;66;68;65;70;81;65;63;68;80;73;66;50;64;4;5;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
34870;PAULO JORGE;PAULO JORGE;;Португалия;31;176;76;R;R;RMF; LB RB LMF RMF LWF RWF;2;70;58;70;82;73;75;74;79;73;76;70;82;71;63;78;68;69;62;72;80;68;50;72;5;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34871;JOÃO COIMBRA;JOAO COIMBRA;;Португалия;26;183;82;R;R;AMF; CMF AMF;2;68;65;74;80;73;80;76;78;72;78;75;75;70;75;73;76;78;68;72;79;72;50;80;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34873;DIEGO SOUZA;DIEGO SOUZA;;Бразилия;27;186;89;R;R;AMF; CMF LMF RMF AMF LWF SS;1;78;50;81;75;77;72;73;86;76;81;75;80;81;73;84;75;77;70;73;85;70;50;74;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
34875;LUIJCKX;LUIJCKX;;Нидерланды;26;187;85;R;R;CB; CB DMF;2;64;68;80;75;72;67;70;68;65;72;77;77;77;62;76;72;69;75;72;73;66;50;69;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34876;VORMER;VORMER;;Нидерланды;24;178;77;R;R;CMF; DMF CMF RMF;2;68;69;78;83;74;80;75;73;73;78;80;81;76;66;81;73;69;73;75;75;75;50;78;6;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34878;LENS;LENS;;Нидерланды;24;178;80;R;R;RWF; LMF RMF LWF RWF SS CF;2;76;37;81;75;83;71;79;82;84;68;72;71;75;74;76;63;64;65;73;77;67;50;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34880;ŠVEJDÍK;SVEJDIK;;Чехия;29;191;81;R;R;CB; CB LB RB;0;62;74;83;78;73;73;68;70;70;67;67;71;73;58;76;55;50;78;73;70;70;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
